EPISODES,BATCH_SIZE,GAMMA,NO_OP_STEPS,LEARNING_RATE,MIN_GRAD
1001,32,0.99,30,1e-09,0.01
Date/Time Start,2019-03-18 09:26:31.944742
Episode,Score,Mem Lenght,Epsilon,Global Step,Average_q,Average_Loss,Frames
0,6.0,409,1.0,409,0.10055462030516277,0.0,409
1,6.0,864,1.0,864,0.10058086869808344,0.0,864
2,6.0,1263,0.9997633000000078,1263,0.10046435634892686,0.009221882624715044,1263
3,6.0,1629,0.9994339000000186,1629,0.10050149593766922,0.01557233675492449,1629
4,6.0,2009,0.9990919000000299,2009,0.10048910665668939,0.013782599044498056,2009
5,21.0,2511,0.9986401000000448,2511,0.10057379714996216,0.01458246938038276,2511
6,6.0,2991,0.998208100000059,2991,0.09994610881743332,0.016070114370571296,2991
7,6.0,3451,0.9977941000000726,3451,0.10054437291363011,0.016115438362644258,3451
8,6.0,3769,0.997507900000082,3769,0.1004412424217605,0.015086464867956421,3769
9,33.0,4228,0.9970948000000956,4228,0.10099408179846205,0.01622879386256593,4228
10,6.0,4531,0.9968221000001046,4531,0.10024776425298684,0.018243454372135325,4531
11,6.0,4853,0.9965323000001142,4853,0.10033327144402895,0.01919547540876112,4853
12,6.0,5284,0.9961444000001269,5284,0.10069601652655413,0.01744535555544454,5284
13,6.0,5654,0.9958114000001379,5654,0.1006658174097538,0.017563495071403482,5654
14,6.0,5954,0.9955414000001468,5954,0.10046692930161953,0.016927173014264555,5954
15,21.0,6314,0.9952174000001575,6314,0.10128788240253925,0.019434541621012612,6314
16,22.0,6617,0.9949447000001664,6617,0.101856197116792,0.020752621488030937,6617
17,6.0,7019,0.9945829000001783,7019,0.10014258021145911,0.019643169413065882,7019
18,6.0,7427,0.9942157000001904,7427,0.10072101526619757,0.018977870300695227,7427
19,6.0,7749,0.9939259000002,7749,0.10056275969243939,0.018489248370202202,7749
20,6.0,8107,0.9936037000002106,8107,0.10075627833438319,0.01801995312867884,8107
21,6.0,8473,0.9932743000002214,8473,0.1004500789720504,0.019172634019088915,8473
22,6.0,8774,0.9930034000002304,8774,0.10054043715083322,0.018910796677019212,8774
23,6.0,9176,0.9926416000002423,9176,0.10010413873699767,0.018828658699822514,9176
24,7.0,9596,0.9922636000002547,9596,0.09937567446558249,0.017914715901549375,9596
25,12.0,9936,0.9919576000002648,9936,0.1008263193509158,0.01922592505922212,9936
26,7.0,10337,0.9915967000002767,10337,0.09738591722122154,0.018158035415533624,10337
27,6.0,10737,0.9912367000002885,10737,0.10038071397691965,0.01775071689102333,10737
28,21.0,11230,0.9907930000003031,11230,0.10117426949872449,0.019073696393315617,11230
29,6.0,11610,0.9904510000003144,11610,0.10071096794777795,0.017995171732955464,11610
30,6.0,12057,0.9900487000003276,12057,0.10042954497956057,0.018896087397294124,12057
31,6.0,12512,0.9896392000003411,12512,0.10055898748911345,0.017665296937287835,12512
32,6.0,12865,0.9893215000003516,12865,0.10052607472321129,0.01771192797578386,12865
33,6.0,13162,0.9890542000003604,13162,0.10001878658629428,0.01786235672961105,13162
34,7.0,13580,0.9886780000003728,13580,0.10052238732718966,0.0178553746198861,13580
35,6.0,13946,0.9883486000003836,13946,0.10039005581228459,0.01640604885455343,13946
36,6.0,14337,0.9879967000003952,14337,0.10068053233882655,0.017927516915756836,14337
37,6.0,14721,0.9876511000004066,14721,0.10045007348526269,0.017586527686338133,14721
38,21.0,15039,0.987364900000416,15039,0.10058910980726937,0.01623547004034989,15039
39,6.0,15426,0.9870166000004275,15426,0.10035897123336177,0.01770322279612358,15426
40,6.0,15891,0.9865981000004412,15891,0.10087427636308055,0.018263809693356354,15891
41,6.0,16210,0.9863110000004507,16210,0.10056384949474872,0.017010227498250974,16210
42,7.0,16586,0.9859726000004618,16586,0.09684403004877745,0.017337344262372465,16586
43,6.0,17051,0.9855541000004756,17051,0.10050267431364264,0.01615928846601677,17051
44,6.0,17455,0.9851905000004876,17455,0.10029853445173491,0.01776734462277595,17455
45,6.0,17841,0.984843100000499,17841,0.10047056937078738,0.01621497599190883,17841
46,6.0,18244,0.984480400000511,18244,0.10057984856384859,0.016029462247171784,18244
47,6.0,18698,0.9840718000005244,18698,0.1005920942725064,0.017294760152906805,18698
48,7.0,19031,0.9837721000005343,19031,0.09803662914503086,0.016758949922358577,19031
49,6.0,19474,0.9833734000005474,19474,0.10071789222700063,0.016239682680761133,19474
50,6.0,19811,0.9830701000005574,19811,0.10041249032720968,0.01689770692843358,19811
51,6.0,20285,0.9826435000005714,20285,0.10051852177026906,0.01795596476469409,20285
52,6.0,20546,0.9824086000005792,20546,0.10055659711360931,0.01607439275367107,20546
53,6.0,21008,0.9819928000005929,21008,0.10024703258559817,0.017718038590245948,21008
54,6.0,21274,0.9817534000006007,21274,0.10063397111301135,0.016215609092461437,21274
55,21.0,21772,0.9813052000006155,21772,0.10140952874857738,0.017878953595159494,21772
56,6.0,22228,0.980894800000629,22228,0.10038935768891845,0.01822512893194104,22228
57,6.0,22612,0.9805492000006404,22612,0.10062456761564438,0.016955109654494056,22612
58,8.0,22978,0.9802198000006512,22978,0.09940256528515633,0.01726816625771993,22978
59,6.0,23412,0.9798292000006641,23412,0.10060322871817971,0.01776647493393431,23412
60,6.0,23748,0.979526800000674,23748,0.10091099522209593,0.017218815091404223,23748
61,6.0,24127,0.9791857000006853,24127,0.10020568031119798,0.016612812232270364,24127
62,6.0,24436,0.9789076000006944,24436,0.10053825395296306,0.016651566810212716,24436
63,6.0,24840,0.9785440000007064,24840,0.10057364824679818,0.016982327005019098,24840
64,7.0,25261,0.9781651000007189,25261,0.10094343635503583,0.01637839114861983,25261
65,11.0,25520,0.9779320000007266,25520,0.09983138601982455,0.016042399496149315,25520
66,6.0,25887,0.9776017000007374,25887,0.10041022982844215,0.016567084278495174,25887
67,6.0,26296,0.9772336000007495,26296,0.10074493110471366,0.016948687258201554,26296
68,7.0,26573,0.9769843000007578,26573,0.1004546948234527,0.017565687529957897,26573
69,6.0,27022,0.9765802000007711,27022,0.10050586239333142,0.01773430807370784,27022
70,6.0,27482,0.9761662000007847,27482,0.10085402937686962,0.016875150339657682,27482
71,23.0,27853,0.9758323000007957,27853,0.10187399116246848,0.01700068030925593,27853
72,6.0,28232,0.9754912000008069,28232,0.10052615651826431,0.016231721840272988,28232
73,6.0,28546,0.9752086000008162,28546,0.10034081199841136,0.017126806450349273,28546
74,7.0,28871,0.9749161000008258,28871,0.0980082250558413,0.016941707028219333,28871
75,7.0,29220,0.9746020000008362,29220,0.10106840388139544,0.016992592664414156,29220
76,6.0,29618,0.974243800000848,29618,0.09992188995881895,0.017718524238019808,29618
77,7.0,30012,0.9738892000008597,30012,0.10058307539917491,0.016742417943985368,30012
78,6.0,30410,0.9735310000008714,30410,0.10019944778563988,0.01672196810732797,30410
79,6.0,30873,0.9731143000008852,30873,0.10086195703523462,0.015843350237605542,30873
80,6.0,31340,0.972694000000899,31340,0.10043688751836916,0.016957593660969168,31340
81,22.0,31821,0.9722611000009133,31821,0.10064461309919734,0.017293176323314837,31821
82,6.0,32219,0.971902900000925,32219,0.10060934645671342,0.015996891867144772,32219
83,6.0,32667,0.9714997000009383,32667,0.10026844096968748,0.016025782184962218,32667
84,18.0,33010,0.9711910000009485,33010,0.10017323711175613,0.017004741770527583,33010
85,6.0,33401,0.9708391000009601,33401,0.09994477195584256,0.0160462255518207,33401
86,6.0,33773,0.9705043000009711,33773,0.10049304237929724,0.016575595346449683,33773
87,6.0,34161,0.9701551000009826,34161,0.10063233842938832,0.016884575540334294,34161
88,6.0,34563,0.9697933000009945,34563,0.10026222925206915,0.016531645828297373,34563
89,6.0,34868,0.9695188000010035,34868,0.10044763772214045,0.01845144620928608,34868
90,6.0,35173,0.9692443000010126,35173,0.10005289631300285,0.017540977776936088,35173
91,25.0,36197,0.9683227000010429,36197,0.10139609692123486,0.01628958503215472,36197
92,7.0,36575,0.9679825000010541,36575,0.1004688672760807,0.016985985021434585,36575
93,17.0,36969,0.9676279000010658,36969,0.10009774696176427,0.01738937658749445,36969
94,7.0,37228,0.9673948000010735,37228,0.101015222435062,0.01764799897023207,37228
95,7.0,37509,0.9671419000010818,37509,0.1006710814623646,0.017985110264768647,37509
96,6.0,37871,0.9668161000010925,37871,0.10063370714447775,0.017198808931807336,37871
97,6.0,38276,0.9664516000011045,38276,0.10055050428634808,0.016273208090713545,38276
98,6.0,38684,0.9660844000011166,38684,0.1000658018039722,0.015954834515772138,38684
99,6.0,39043,0.9657613000011273,39043,0.10056763764958528,0.01709769316559818,39043
