Episode:,Score:
0,128.0
1,200.0
2,175.0
3,252.0
4,160.0
5,185.0
6,168.0
7,276.0
8,90.0
9,114.0
10,214.0
11,120.0
12,199.0
13,273.0
14,112.0
15,109.0
16,204.0
17,283.0
18,225.0
19,36.0
