Date/Time Start,2019-02-20 21:00:20.660863
Episode,Score,Mem Lenght,Epsilon,Global Step,Average_q,Average_Loss,Frames
0,3.0,230,1.0,230,0.061179598841978156,0.0,230
1,2.0,399,1.0,399,0.061939158383205795,0.0,399
2,3.0,633,1.0,633,0.055580301035163746,0.0,633
3,5.0,909,1.0,909,0.06354325112171363,0.0,909
4,4.0,1162,1.0,1162,0.06600193406930083,0.0,1162
5,0.0,1263,1.0,1263,0.058432468167035886,0.0,1263
6,1.0,1412,1.0,1412,0.05907777794355514,0.0,1412
7,3.0,1679,1.0,1679,0.05985870138368803,0.0,1679
