Date/Time Start,2019-02-15 23:41:45.141287,15:33:00,,,,
Episode,Score,Mem Lenght,Epsilon,Global Step,Average_q,Average_Loss
2182,2.0,400000,0.630869500012153,460144,0.7074057130924778,0.005267117752746674
2183,3.0,400000,0.6306742000121595,460361,0.7171609504706299,0.005826495109020823
2184,2.0,400000,0.6305230000121644,460529,0.6502190884202719,0.0059003259787762845
2185,5.0,400000,0.630232300012174,460852,0.792386744229048,0.004949601951174888
2186,2.0,400000,0.6300874000121788,461013,0.7874744762174831,0.0053681774001267755
2187,3.0,400000,0.6299020000121849,461219,0.6752206885698929,0.004946614910613348
2188,7.0,400000,0.6295438000121967,461617,0.7660095455808256,0.0051509237846906
2189,2.0,400000,0.6294043000122013,461772,0.7330399431528584,0.004934831834097784
2190,1.0,400000,0.6292828000122053,461907,0.6159705243728779,0.005016483436338604
2191,3.0,400000,0.6290884000122117,462123,0.7244460183989119,0.005063174503986913
2192,2.0,400000,0.6289372000122166,462291,0.7799486055792797,0.004805698371326018
2193,4.0,400000,0.628714000012224,462539,0.7801882755612174,0.005015229139967085
2194,0.0,400000,0.6286177000122272,462646,0.6613934006646415,0.005133436599998761
2195,4.0,400000,0.6283990000122344,462889,0.7450345737453351,0.004811622855136624
2196,1.0,400000,0.6282721000122385,463030,0.6253435402474505,0.005000238569374097
2197,0.0,400000,0.6281758000122417,463137,0.5264244082375108,0.00476633320305775
2198,6.0,400000,0.6278698000122518,463477,0.7324912933742299,0.005135397489785271
2199,2.0,400000,0.6277042000122572,463661,0.7120376988921476,0.004840887784983193
2200,1.0,400000,0.6275674000122617,463813,0.5896453782916069,0.0043661698471528084
2201,4.0,400000,0.6273424000122692,464063,0.7364856176376343,0.004842187650501728
2202,4.0,400000,0.6271237000122764,464306,0.7581862543590765,0.005028309511574591
2203,5.0,400000,0.6268429000122856,464618,0.7777879760624506,0.005075512269402866
2204,1.0,400000,0.6267322000122892,464741,0.6317933116986499,0.0050889374082529444
2205,2.0,400000,0.626558500012295,464934,0.8894428766762037,0.005015731640485806
2206,3.0,400000,0.6263659000123013,465148,0.7916933927580575,0.004770939113522193
2207,3.0,400000,0.6261868000123072,465347,0.7768011056448347,0.004742523028027388
2208,1.0,400000,0.6260545000123116,465494,0.6948629915714264,0.005084366992600642
2209,0.0,400000,0.6259555000123148,465604,0.5232717901468277,0.004981110262980854
2210,2.0,400000,0.6257773000123207,465802,0.6663568069537481,0.005210706800977333
2211,2.0,400000,0.6256396000123252,465955,0.7610979806753545,0.004622620883857332
2212,2.0,400000,0.6255055000123296,466104,0.666184934193656,0.004425087775300638
2213,3.0,400000,0.6253174000123358,466313,0.7751499602669164,0.004637302766480532
2214,1.0,400000,0.6252031000123396,466440,0.714938733286745,0.004572229055407289
2215,1.0,400000,0.6250798000123436,466577,0.5973292852405214,0.004645746554771479
2216,1.0,400000,0.6249664000123474,466703,0.7174948342735805,0.004825265217934632
2217,1.0,400000,0.6248476000123513,466835,0.7118626914241097,0.004458393856607886
2218,5.0,400000,0.62458300001236,467129,0.644889883494296,0.004990071470676573
2219,1.0,400000,0.6244651000123639,467260,0.6912361342488355,0.004510185256945183
2220,3.0,400000,0.6242914000123696,467453,0.8065883434652664,0.004849310739055141
2221,4.0,400000,0.6240565000123773,467714,0.8067816811046381,0.004727242821029127
2222,2.0,400000,0.6239017000123824,467886,0.7066452414836994,0.004546175093754184
2223,1.0,400000,0.6237730000123867,468029,0.6813819393828199,0.004289752391811747
2224,3.0,400000,0.6235993000123924,468222,0.7827094743906525,0.005015190547197053
2225,3.0,400000,0.6234004000123989,468443,0.8593381459896381,0.005343625210178173
2226,4.0,400000,0.6232078000124053,468657,0.7091842043065579,0.004785567627584335
2227,2.0,400000,0.6230593000124102,468822,0.7199380878246192,0.005247033594500725
2228,4.0,400000,0.6228181000124181,469090,0.7455274278103415,0.004440427603375569
2229,1.0,400000,0.6227092000124217,469211,0.6396244133799529,0.0042449365310324744
2230,3.0,400000,0.6225157000124281,469426,0.7636396238970202,0.005079870056469253
2231,2.0,400000,0.6223744000124327,469583,0.7686779723045932,0.00494852857286063
2232,3.0,400000,0.622183600012439,469795,0.8213501529030081,0.0047450856657650425
2233,3.0,400000,0.6219622000124463,470041,0.7647863051028756,0.004720060939652603
2234,2.0,400000,0.6218038000124515,470217,0.7004645857959986,0.005876390359679301
2235,2.0,400000,0.6216436000124568,470395,0.7761898705463731,0.005523579757924851
2236,2.0,400000,0.6214951000124617,470560,0.764509011218042,0.005892338304935644
2237,2.0,400000,0.6213421000124667,470730,0.8111942689208423,0.0054033260556239195
2238,2.0,400000,0.6211936000124716,470895,0.7487536202777516,0.0060064514837876865
2239,1.0,400000,0.6210622000124759,471041,0.795846504707859,0.006160661864831202
2240,1.0,400000,0.6209488000124797,471167,0.6862667023189484,0.005950397690333101
2241,2.0,400000,0.6208102000124842,471321,0.8000444166072003,0.005919102952602416
2242,2.0,400000,0.6206365000124899,471514,0.7781922264420307,0.00555600574869817
2243,2.0,400000,0.6204844000124949,471683,0.7461619029736378,0.006240341556637366
2244,2.0,400000,0.6203224000125003,471863,0.7551187381148339,0.005534819607661726
2245,2.0,400000,0.6201829000125049,472018,0.8584157753375269,0.0057213761036344355
2246,1.0,400000,0.6200533000125091,472162,0.7559335805061791,0.0048777105213149395
2247,2.0,400000,0.6199129000125138,472318,0.8150035226956392,0.005743076471098436
2248,0.0,400000,0.6198256000125166,472415,0.6221172179757934,0.00555924439416315
2249,2.0,400000,0.6196771000125215,472580,0.7765343353603825,0.0062268117044092805
2250,3.0,400000,0.6194998000125274,472777,0.8220901773665762,0.00567475800357551
2251,3.0,400000,0.6193225000125332,472974,0.7640280871826985,0.0060543025578466735
2252,3.0,400000,0.6191416000125392,473175,0.7240079315888941,0.005501870459770386
2253,1.0,400000,0.619023700012543,473306,0.7159435635304633,0.005760502386109491
2254,2.0,400000,0.6188635000125483,473484,0.7580096179179932,0.0054297994516837
2255,0.0,400000,0.6187645000125516,473594,0.5875800346786325,0.006082654118918898
2256,0.0,400000,0.6186718000125546,473697,0.605866362168951,0.006284384895568189
2257,4.0,400000,0.6184567000125617,473936,0.7938443245872793,0.005899217835565148
2258,3.0,400000,0.6182785000125676,474134,0.896883137147836,0.005818318951618623
2259,1.0,400000,0.6181651000125713,474260,0.6308050051568046,0.006218123639146576
2260,2.0,400000,0.6180148000125762,474427,0.8511008457866257,0.0058634373422818045
2261,1.0,400000,0.6179032000125799,474551,0.7903993461401232,0.006299968430539593
2262,6.0,400000,0.6176035000125898,474884,0.8994655213556491,0.005282010501334528
2263,3.0,400000,0.6174064000125963,475103,0.6623014085096856,0.00538250577628621
2264,1.0,400000,0.6172984000125998,475223,0.6831462003290654,0.004771605188579997
2265,2.0,400000,0.6171445000126049,475394,0.7662793190507163,0.005823115877261146
2266,2.0,400000,0.6170014000126096,475553,0.761349099237214,0.0058413666413815795
2267,1.0,400000,0.6168781000126137,475690,0.748395132322381,0.005422648896860897
2268,4.0,400000,0.6166423000126214,475952,0.8076133142218335,0.005585430842137341
2269,3.0,400000,0.6164785000126268,476134,0.7885105418307441,0.0053748438383611225
2270,3.0,400000,0.6162967000126328,476336,0.8694097508888433,0.005732079092724396
2271,2.0,400000,0.6161347000126381,476516,0.8351729023787711,0.0055442611858274584
2272,2.0,400000,0.6159808000126432,476687,0.7506137797009875,0.005683808161656519
2273,0.0,400000,0.6158890000126462,476789,0.6003241632498947,0.005786762199611129
2274,0.0,400000,0.6157882000126496,476901,0.6205567062965461,0.006320994803120682
2275,2.0,400000,0.6156343000126546,477072,0.7600239116197441,0.0055411082749630795
2276,1.0,400000,0.6155200000126584,477199,0.7404492687521957,0.005126774489813609
2277,8.0,400000,0.615106900012672,477658,0.7572538949760217,0.0055364206506087485
2278,3.0,400000,0.6149206000126781,477865,0.8077919170764334,0.005099344189595971
2279,2.0,400000,0.6147541000126836,478050,0.6856373951241777,0.005133311977182087
2280,1.0,400000,0.6146452000126872,478171,0.6824174469167535,0.006259691707158754
2281,1.0,400000,0.6145246000126912,478305,0.6630176477023025,0.00544066380434878
2282,2.0,400000,0.6143869000126957,478458,0.7898078119637919,0.005417016106185935
2283,4.0,400000,0.6141673000127029,478702,0.8436861729524174,0.005364909011643517
2284,5.0,400000,0.6139144000127112,478983,0.7987657242928535,0.005349986443256303
2285,2.0,400000,0.6137758000127158,479137,0.790095838439929,0.004984961996118042
2286,3.0,400000,0.6135769000127224,479358,0.8686472889524779,0.005335769386002288
2287,3.0,400000,0.613405000012728,479549,0.8198866601545773,0.006047565314774913
2288,2.0,400000,0.6132655000127326,479704,0.7980359934991406,0.005701300422773666
2289,5.0,400000,0.612979300012742,480022,0.8510015670608424,0.005393960726236538
2290,4.0,400000,0.6127642000127491,480261,0.828249810318069,0.006699453333049826
2291,4.0,400000,0.6125320000127568,480519,0.8226620073235312,0.0065029445548754825
2292,3.0,400000,0.6123610000127624,480709,0.8711450866962734,0.006080685324942399
2293,3.0,400000,0.6121720000127686,480919,0.7062065734749748,0.006204609471439783
2294,3.0,400000,0.6119839000127748,481128,0.8941162222880495,0.006213835495720177
2295,2.0,400000,0.6118201000127802,481310,0.7610086032322475,0.006445444256494559
2296,4.0,400000,0.6116050000127873,481549,0.8572658976875089,0.006204073108872984
2297,1.0,400000,0.6114871000127912,481680,0.7091448623260469,0.00610813191284973
2298,7.0,400000,0.6111451000128024,482060,0.9535388712035983,0.006170714045200791
2299,1.0,400000,0.6110263000128063,482192,0.7225028741540331,0.00650008596703904
2300,3.0,400000,0.6108301000128128,482410,0.9198267138605818,0.0060060627212739385
2301,3.0,400000,0.6106591000128184,482600,0.815338095552043,0.006027163520737208
2302,2.0,400000,0.6105043000128235,482772,0.7888586956054665,0.0064969516469593445
2303,2.0,400000,0.6103414000128289,482953,0.8043307543459518,0.006260902200374001
2304,5.0,400000,0.6100723000128377,483252,0.8904257447623888,0.006255275708464376
2305,2.0,400000,0.6099355000128422,483404,0.740163759181374,0.006177641172574735
2306,10.0,400000,0.6095053000128564,483882,0.8988440674593259,0.0063869958997594
2307,3.0,400000,0.6093235000128624,484084,0.8366835790843067,0.00613749875816157
2308,3.0,400000,0.6091300000128688,484299,0.8329246995060943,0.006401564441296423
2309,1.0,400000,0.6090175000128725,484424,0.811456089258194,0.006134928303770721
2310,3.0,400000,0.6088285000128787,484634,0.8039865059512002,0.006222901746375664
2311,5.0,400000,0.6085540000128877,484939,0.9466017412357643,0.005992589313842234
2312,5.0,400000,0.6083101000128958,485210,0.7694722837957509,0.005743468751635994
2313,2.0,400000,0.6081463000129012,485392,0.8013865797074287,0.006132134845496954
2314,3.0,400000,0.6079573000129074,485602,0.8057125274624143,0.006394862940457339
2315,2.0,400000,0.6078016000129125,485775,0.7221835364151552,0.006022102719999182
2316,2.0,400000,0.6076387000129179,485956,0.8617912828922272,0.006322433962679638
2317,5.0,400000,0.6073561000129272,486270,0.7840089252230468,0.006371152782341863
2318,2.0,400000,0.6072031000129322,486440,0.8708327715887743,0.0059003683098126205
2319,4.0,400000,0.6069871000129393,486680,0.8291370574384928,0.006768701035374154
2320,2.0,400000,0.6068341000129444,486850,0.6424841524923549,0.0063970319022808005
2321,0.0,400000,0.6067423000129474,486952,0.748682942460565,0.006192748204864306
2322,3.0,400000,0.6065695000129531,487144,0.8489363109692931,0.005871338300494244
2323,2.0,400000,0.6064093000129583,487322,0.7797336462843284,0.006262243578205241
2324,2.0,400000,0.6062644000129631,487483,0.874559790081119,0.006456065083845224
2325,5.0,400000,0.6059971000129719,487780,0.8531081428130468,0.006054475820805213
2326,3.0,400000,0.6058099000129781,487988,0.8580153060074036,0.006245194427650019
2327,6.0,400000,0.6054940000129885,488339,0.9268095268313362,0.006456355559321232
2328,4.0,400000,0.6052744000129957,488583,0.8072539490998768,0.006274773178671747
2329,1.0,400000,0.6051646000129993,488705,0.7518580629200232,0.006142115194663467
2330,4.0,400000,0.604932400013007,488963,0.9371720374554626,0.005307511490807587
2331,1.0,400000,0.6048046000130112,489105,0.7160830548111822,0.006175398490880288
2332,3.0,400000,0.6046210000130172,489309,0.780443545138719,0.006009742487210543
2333,1.0,400000,0.604505800013021,489437,0.7446154444478452,0.006553842902349061
2334,3.0,400000,0.6043150000130273,489649,0.8644359222138828,0.005180871458987723
2335,2.0,400000,0.604171900013032,489808,0.8162403550912749,0.006121481820771107
2336,2.0,400000,0.6040243000130369,489972,0.7843007665218377,0.00641571555592591
2337,1.0,400000,0.6039046000130408,490105,0.7125569850878608,0.006235508300071666
2338,3.0,400000,0.6037012000130475,490331,0.8178326119627572,0.006935463185201655
2339,4.0,400000,0.6034888000130545,490567,0.8025903470687947,0.006604728426575124
2340,2.0,400000,0.6033349000130596,490738,0.7294354334212186,0.006078953275386222
2341,3.0,400000,0.6031522000130656,490941,0.7875093525560032,0.006748971098338901
2342,2.0,400000,0.6029983000130706,491112,0.795278143115908,0.006551971275438364
2343,7.0,400000,0.6026617000130817,491486,0.8968852916184593,0.006397313862929449
2344,3.0,400000,0.6024772000130878,491691,0.8527734632899121,0.006252102558103549
2345,1.0,400000,0.6023683000130914,491812,0.7243388938017128,0.00653380696990812
2346,5.0,400000,0.6021253000130994,492082,0.8433737744335775,0.006364943512663659
2347,1.0,400000,0.6020011000131035,492220,0.7061854812546052,0.00649384343051824
2348,1.0,400000,0.6018868000131072,492347,0.7853522082482736,0.006378898669334906
2349,1.0,400000,0.6017617000131114,492486,0.7007803293012029,0.007219083591702682
2350,3.0,400000,0.6015754000131175,492693,0.8443621137867803,0.007009005121738259
2351,1.0,400000,0.6014611000131213,492820,0.7291094231323934,0.006548204852953758
2352,3.0,400000,0.6012793000131272,493022,0.7732090331097641,0.00672273641111592
2353,4.0,400000,0.6010624000131344,493263,0.8121240966300252,0.0067029126363814156
2354,4.0,400000,0.6008509000131413,493498,0.801781650109494,0.006002797569430612
2355,3.0,400000,0.6006700000131473,493699,0.8442987145772621,0.006380687836981587
2356,3.0,400000,0.6004828000131535,493907,0.8964867866956271,0.006612892145942449
2357,5.0,400000,0.6002047000131626,494216,0.8623959194495069,0.006251443351896232
2358,1.0,400000,0.6000922000131663,494341,0.7409603923559189,0.006239732626825571
2359,1.0,400000,0.5999653000131705,494482,0.8140491714291539,0.006427956179464699
2360,4.0,400000,0.5997331000131781,494740,0.9504848197680111,0.006483507068744724
2361,2.0,400000,0.5995936000131827,494895,0.8215340641237074,0.006587575651487456
2362,2.0,400000,0.5994370000131879,495069,0.693322934467217,0.006174284262293628
2363,2.0,400000,0.599280400013193,495243,0.7706352275335926,0.006213124709648091
2364,3.0,400000,0.5990932000131992,495451,0.7923774313038359,0.006409467017874704
2365,2.0,400000,0.598949200013204,495611,0.883775289170444,0.005913635250908556
2366,4.0,400000,0.5987026000132121,495885,0.7769579390322205,0.006518152800310458
2367,2.0,400000,0.5985505000132171,496054,0.7923518211178525,0.00617927606386331
2368,3.0,400000,0.598369600013223,496255,0.7633299614066509,0.006362607717381985
2369,3.0,400000,0.5981833000132292,496462,0.7801132775159274,0.00641359523071453
2370,4.0,400000,0.5979538000132367,496717,0.8400091470456591,0.006296824226064571
2371,2.0,400000,0.5978044000132416,496883,0.8233286427805223,0.00583920533543015
2372,2.0,400000,0.5976469000132468,497058,0.8338617811884199,0.006710956248321703
2373,4.0,400000,0.5974057000132548,497326,0.8859392272225067,0.006168411795307062
2374,3.0,400000,0.5972122000132611,497541,0.8275437359199967,0.006136675254268528
2375,4.0,400000,0.5969620000132694,497819,1.009282382057725,0.006019611368684447
2376,3.0,400000,0.5967802000132754,498021,0.8343160356035327,0.006152096750084449
2377,2.0,400000,0.5966299000132803,498188,0.7776329531641064,0.005403339111352127
2378,5.0,400000,0.5963707000132888,498476,0.8605564239227937,0.006192836831865457
2379,2.0,400000,0.5962177000132939,498646,0.7729260884663638,0.006153811967027757
2380,5.0,400000,0.5959585000133024,498934,0.8612163266063564,0.006249568153685282
2381,2.0,400000,0.5958019000133076,499108,0.8788576222014153,0.006088356699877493
2382,2.0,400000,0.5956435000133128,499284,0.8264850098639727,0.006062523435089547
2383,1.0,400000,0.5955247000133167,499416,0.7163460624940468,0.006765924546264366
2384,2.0,400000,0.5953744000133216,499583,0.8176934262235721,0.005791809724944972
2385,4.0,400000,0.5951557000133288,499826,0.8185886523605864,0.006239931693649372
2386,4.0,400000,0.594937900013336,500068,0.8115886920862947,0.006147638725526708
2387,1.0,400000,0.5948110000133402,500209,0.6930542030233018,0.0072318463390594
2388,4.0,400000,0.5945806000133478,500465,0.8748785590287298,0.006809147604826649
2389,3.0,400000,0.594392500013354,500674,0.8520738544504037,0.0071002559070185755
2390,1.0,400000,0.5942845000133575,500794,0.7669257638355096,0.006994687348681813
2391,4.0,400000,0.5940730000133645,501029,0.8497439067414466,0.00697401758652438
2392,4.0,400000,0.5938408000133721,501287,0.901165133876394,0.006827914791340514
2393,4.0,400000,0.5936185000133795,501534,0.8614594032045318,0.006531558883742162
2394,3.0,400000,0.593421400013386,501753,0.9542824214996268,0.006149997591300438
2395,2.0,400000,0.5932819000133905,501908,0.8279756297988277,0.006390701951421497
2396,3.0,400000,0.5930974000133966,502113,0.7989878132575896,0.006727253681150969
2397,1.0,400000,0.5929795000134005,502244,0.7281660296534764,0.006564334712528005
2398,5.0,400000,0.5927194000134091,502533,0.908783790768224,0.0066314114267361
2399,1.0,400000,0.5925943000134132,502672,0.7409182765501009,0.006353921111230906
2400,5.0,400000,0.592327000013422,502969,0.8938495820820934,0.007186615485062992
2401,1.0,400000,0.5922154000134257,503093,0.7950039840032977,0.005943087742883607
2402,2.0,400000,0.5920687000134305,503256,0.8124988254593926,0.006463955480039714
2403,3.0,400000,0.5918833000134366,503462,0.7769807819457888,0.006546323226925293
2404,2.0,400000,0.5917285000134417,503634,0.7822228332245073,0.006677501676550005
2405,1.0,400000,0.5916196000134453,503755,0.7490000261748133,0.007050855754401289
2406,3.0,400000,0.5914279000134516,503968,0.8421374057100413,0.0066419700193415645
2407,2.0,400000,0.5912848000134563,504127,0.8176864396851018,0.006112068537520186
2408,2.0,400000,0.5911327000134613,504296,0.803991361658954,0.0064488418931389485
2409,3.0,400000,0.590959900013467,504488,0.8727716808207333,0.006294207764161304
2410,3.0,400000,0.5907943000134724,504672,0.9028121673542521,0.005981327952252721
2411,5.0,400000,0.5905216000134814,504975,0.8522833056575788,0.006427534081721095
2412,0.0,400000,0.5904235000134846,505084,0.6851737299643526,0.00722670699779474
2413,1.0,400000,0.5903128000134883,505207,0.7625013846692031,0.0065413291165718765
2414,1.0,400000,0.5901859000134925,505348,0.7253588816375597,0.005745581271959112
2415,2.0,400000,0.5900284000134977,505523,0.7862386676243374,0.00610933590181438
2416,3.0,400000,0.5898520000135035,505719,0.7951167621174637,0.006863403703800013
2417,0.0,400000,0.5897593000135065,505822,0.8172900462613523,0.006341469634631739
2418,4.0,400000,0.5895424000135137,506063,0.8063020145992026,0.006457863360811489
2419,2.0,400000,0.5893768000135191,506247,0.7879219369395919,0.006466424625693396
2420,1.0,400000,0.5892553000135231,506382,0.7356945717776263,0.005984168780398451
2421,1.0,400000,0.5891239000135274,506528,0.7583243224310549,0.006868980899700347
2422,3.0,400000,0.5889421000135334,506730,0.9030450639305728,0.006687087231052873
2423,1.0,400000,0.5888278000135372,506857,0.7664434151855979,0.005865220212850603
2424,0.0,400000,0.58874320001354,506951,0.7115516282142477,0.006137010525599954
2425,5.0,400000,0.5884831000135485,507240,0.8896844164310442,0.006021382403157162
2426,1.0,400000,0.5883643000135524,507372,0.817396125784426,0.006489922273348467
2427,4.0,400000,0.5881393000135599,507622,0.8861910700798035,0.006648969827219844
2428,2.0,400000,0.5879863000135649,507792,0.87507285388077,0.0065769559820182625
2429,0.0,400000,0.5878936000135679,507895,0.7132129304617354,0.00572389605719578
2430,8.0,400000,0.5874787000135816,508356,0.8408535169417325,0.0061105947942551786
2431,5.0,400000,0.5872024000135907,508663,0.8516037221451924,0.006366307560334752
2432,3.0,400000,0.5870242000135966,508861,0.8205376402145684,0.006802195658133544
2433,0.0,400000,0.5869252000135998,508971,0.6681908257982948,0.006584791740434329
2434,4.0,400000,0.5866930000136075,509229,0.9104110338082609,0.0066050579184810665
2435,3.0,400000,0.5865112000136135,509431,0.9362682139519418,0.006372765556097695
2436,2.0,400000,0.5863654000136183,509593,0.8674994490028899,0.005816445405843645
2437,3.0,400000,0.5861836000136242,509795,0.8500235083669719,0.005829747278551054
2438,2.0,400000,0.5860279000136294,509968,0.7939259413349835,0.005904254901917339
2439,3.0,400000,0.5858434000136354,510173,0.8780553074871621,0.0076971258323571485
2440,6.0,400000,0.5855320000136457,510519,0.9867632571672429,0.00789706500696632
2441,2.0,400000,0.5853934000136503,510673,0.8722053408235698,0.006814602655872654
2442,2.0,400000,0.5852395000136553,510844,0.8465698894701505,0.008214910515673916
2443,2.0,400000,0.5850910000136602,511009,0.8466664991595528,0.007515402552389512
2444,3.0,400000,0.5848894000136668,511233,0.9810646705861602,0.007260199046088799
2445,1.0,400000,0.5847544000136713,511383,0.7049108622471492,0.007282964184026544
2446,6.0,400000,0.5844349000136818,511738,0.8102792922879608,0.007356484964306295
2447,2.0,400000,0.5842729000136871,511918,0.8511082351207733,0.007136442903881996
2448,2.0,400000,0.5841235000136921,512084,0.8682556789682572,0.00742865017866323
2449,2.0,400000,0.5839831000136967,512240,0.8701133110966438,0.007302395027065172
2450,0.0,400000,0.5838967000136995,512336,0.7508859879647692,0.00803963973764136
2451,0.0,400000,0.5838022000137026,512441,0.7427842392807915,0.006946282019461727
2452,3.0,400000,0.5836186000137087,512645,0.7814578653550616,0.007168323124014754
2453,3.0,400000,0.5834395000137146,512844,0.8768821319743018,0.008099595486682527
2454,2.0,400000,0.5833036000137191,512995,0.8804953826579037,0.00781824855486221
2455,2.0,400000,0.5831425000137244,513174,0.9258367620699899,0.0070156506740737855
2456,7.0,400000,0.5828068000137354,513547,0.9412541513308763,0.007343676971957018
2457,1.0,400000,0.5826871000137394,513680,0.7881507275247932,0.007607075400629494
2458,2.0,400000,0.5825179000137449,513868,0.9433374633180335,0.007674776252663813
2459,1.0,400000,0.5824027000137487,513996,0.8788023120723665,0.007010748721768323
2460,3.0,400000,0.5822209000137547,514198,0.8221173486349607,0.006988222817118086
2461,2.0,400000,0.5820832000137592,514351,0.8708135782698401,0.006925890452169138
2462,6.0,400000,0.58175740001377,514713,0.8814346125935981,0.007858105032455218
2463,6.0,400000,0.5814550000137799,515049,0.9384405180989277,0.007239758355786935
2464,5.0,400000,0.5811940000137885,515339,0.9045898909198826,0.007699358937378716
2465,3.0,400000,0.5810185000137943,515534,0.9037599039383424,0.007164470300388833
2466,4.0,400000,0.5808025000138014,515774,0.8465524453048905,0.007158552267355844
2467,1.0,400000,0.5806873000138052,515902,0.786167387617752,0.007386891980331711
2468,3.0,400000,0.5804965000138115,516114,0.8512496750028629,0.006991528631912825
2469,1.0,400000,0.5803678000138157,516257,0.8111012494647419,0.0074847709286593265
2470,2.0,400000,0.5802247000138204,516416,0.9092670592871852,0.006971816096854625
2471,6.0,400000,0.5799538000138293,516717,0.8265788856138818,0.007252264061271278
2472,1.0,400000,0.5798260000138336,516859,0.8673304573331081,0.0072834108616750114
2473,2.0,400000,0.5796676000138388,517035,0.8973257995464585,0.0071303323810835454
2474,4.0,400000,0.579418300013847,517312,1.0164030603123055,0.007250526178181037
2475,1.0,400000,0.5793058000138507,517437,0.790278980255127,0.007171741261146962
2476,3.0,400000,0.5791231000138567,517640,0.8939890964277859,0.007063053464608753
2477,2.0,400000,0.5789782000138615,517801,0.8436456363393653,0.00700371869643051
2478,2.0,400000,0.5788297000138664,517966,0.8562505942402464,0.0072598188342949885
2479,3.0,400000,0.5786614000138719,518153,0.9400862872919297,0.007276799689161586
2480,3.0,400000,0.5784643000138784,518372,0.9094506900876624,0.007511346646931158
2481,2.0,400000,0.5783023000138837,518552,0.8424317343367471,0.007694454314736908
2482,3.0,400000,0.5781268000138895,518747,0.8668368770526006,0.007329392689578712
2483,2.0,400000,0.577989100013894,518900,0.7397217448630364,0.008776704076558863
2484,3.0,400000,0.5778046000139001,519105,0.8365859024408387,0.007161367267211218
2485,1.0,400000,0.5776921000139038,519230,0.7923074591159821,0.007169577625580132
2486,1.0,400000,0.5775742000139077,519361,0.8336610455094403,0.00781743201775519
2487,3.0,400000,0.5773951000139136,519560,0.8974663592762684,0.006086780930092399
2488,6.0,400000,0.5770873000139237,519902,0.8864786607480188,0.0073084236886515695
2489,3.0,400000,0.5769055000139297,520104,0.8971343080301096,0.007848478035625567
2490,1.0,400000,0.5767831000139337,520240,0.7861200062667623,0.007430752824909766
2491,3.0,400000,0.5765851000139403,520460,0.995097207752141,0.007595605663531883
2492,3.0,400000,0.5764015000139463,520664,0.837080692543703,0.007871165779458048
2493,3.0,400000,0.5762134000139525,520873,0.832033333952347,0.008510447691420859
2494,3.0,400000,0.5760361000139583,521070,0.9171554317631697,0.007100425319341934
2495,1.0,400000,0.575926300013962,521192,0.8019857887850433,0.007673870684811845
2496,2.0,400000,0.5757832000139667,521351,0.7631292961678415,0.00823792322786267
2497,1.0,400000,0.5756581000139708,521490,0.7980700741997726,0.007892088778233223
2498,4.0,400000,0.5754367000139781,521736,0.9826448375616617,0.007698708928447611
2499,2.0,400000,0.575287300013983,521902,0.8679421860051443,0.007621420877326437
2500,2.0,400000,0.5751442000139877,522061,0.8856898010151941,0.007714597781411366
2501,5.0,400000,0.5748850000139962,522349,1.0097431985971828,0.007587295056408847
2502,3.0,400000,0.5746978000140024,522557,0.9288039203160084,0.007776672235195292
2503,5.0,400000,0.5744314000140112,522853,1.0264620088242196,0.007573956470091739
2504,3.0,400000,0.5742370000140176,523069,0.9250861965119839,0.006992325502425147
2505,3.0,400000,0.5740516000140237,523275,0.845544520512368,0.007497246427183465
2506,2.0,400000,0.5739166000140281,523425,0.8758778659502665,0.007863347520275663
2507,2.0,400000,0.5737654000140331,523593,0.8944857778648535,0.007093671455679994
2508,2.0,400000,0.573616000014038,523759,0.8633044674453965,0.00756365885251168
2509,2.0,400000,0.573465700014043,523926,0.8903103920513998,0.007342093602913114
2510,1.0,400000,0.5733388000140471,524067,0.8073775349779332,0.0075669856151691405
2511,2.0,400000,0.5731885000140521,524234,0.8077415286780831,0.007612729064310193
2512,4.0,400000,0.5729554000140598,524493,0.9053060519419122,0.008098477898857783
2513,2.0,400000,0.5728078000140646,524657,0.8762235296208684,0.007881621625373798
2514,4.0,400000,0.5725918000140717,524897,0.8696099204942584,0.0074777269629218305
2515,4.0,400000,0.5723812000140787,525131,0.9276675175015743,0.008149271049839245
2516,4.0,400000,0.5721706000140856,525365,0.8590126724706756,0.0077293245905401325
2517,4.0,400000,0.5719519000140928,525608,0.8776596453454759,0.007611138506844226
2518,3.0,400000,0.5717593000140991,525822,1.033629974193662,0.008024055416103905
2519,1.0,400000,0.571641400014103,525953,0.8601702351606529,0.007114985775342922
2520,1.0,400000,0.571519000014107,526089,0.8055051994674346,0.008470741834839025
2521,2.0,400000,0.5713759000141118,526248,0.8279156636142131,0.007288884844319051
2522,2.0,400000,0.5712364000141164,526403,0.9040072308432672,0.008030586345722117
2523,0.0,400000,0.5711509000141192,526498,0.7240839989561784,0.00889745865531854
2524,4.0,400000,0.5709358000141262,526737,0.8716149097581288,0.00789636796828414
2525,2.0,400000,0.5707981000141308,526890,0.8751936426349715,0.007136577367858681
2526,6.0,400000,0.570489400014141,527233,0.9491876455854744,0.007627019389368235
2527,2.0,400000,0.5703499000141455,527388,0.9567538690182471,0.007240757065254354
2528,0.0,400000,0.5702626000141484,527485,0.7757308867174325,0.007739621165362138
2529,1.0,400000,0.5701411000141524,527620,0.882217471687882,0.007990067209444802
