Date/Time Start,2019-02-15 23:41:45.141287,15:33:00,,,,
Episode,Score,Mem Lenght,Epsilon,Global Step,Average_q,Average_Loss
117,4.0,23903,1.0,23903,0.07399238252461551,0.0
118,4.0,24146,1.0,24146,0.07352002121416139,0.0
119,3.0,24359,1.0,24359,0.07379669349798014,0.0
120,1.0,24496,1.0,24496,0.07415929877192434,0.0
121,3.0,24695,1.0,24695,0.07301200866399699,0.0
122,1.0,24831,1.0,24831,0.07243254046668024,0.0
123,2.0,25015,1.0,25015,0.07482915618659361,0.0
124,2.0,25177,1.0,25177,0.07471979841773893,0.0
125,0.0,25288,1.0,25288,0.07200408337621002,0.0
126,2.0,25483,1.0,25483,0.07457130539875764,0.0
127,2.0,25649,1.0,25649,0.073607959481607,0.0
128,3.0,25851,1.0,25851,0.07320782420511293,0.0
129,2.0,26037,1.0,26037,0.07247741364182965,0.0
130,1.0,26190,1.0,26190,0.07104815620612474,0.0
131,4.0,26459,1.0,26459,0.07269610351013871,0.0
132,1.0,26605,1.0,26605,0.07167273596541522,0.0
133,3.0,26806,1.0,26806,0.0731731563880669,0.0
134,2.0,26995,1.0,26995,0.07384757748829625,0.0
135,2.0,27162,1.0,27162,0.07369758389488666,0.0
136,2.0,27336,1.0,27336,0.0722539232208811,0.0
137,2.0,27524,1.0,27524,0.0747348759719666,0.0
138,1.0,27655,1.0,27655,0.07235574528916192,0.0
139,4.0,27916,1.0,27916,0.07319156029101076,0.0
140,1.0,28072,1.0,28072,0.0718414446291251,0.0
141,2.0,28261,1.0,28261,0.07230745918220943,0.0
142,2.0,28445,1.0,28445,0.07486540002181478,0.0
143,2.0,28620,1.0,28620,0.07397922051804406,0.0
144,1.0,28764,1.0,28764,0.0709037440828979,0.0
145,4.0,29033,1.0,29033,0.07242456438594591,0.0
146,3.0,29278,1.0,29278,0.0742402864049892,0.0
147,2.0,29457,1.0,29457,0.07416233665949805,0.0
148,5.0,29755,1.0,29755,0.07131282587679441,0.0
149,6.0,30100,1.0,30100,0.07289771033801894,0.0
150,1.0,30264,1.0,30264,0.07513889643113787,0.0
151,3.0,30496,1.0,30496,0.07301530473191163,0.0
152,2.0,30678,1.0,30678,0.07196227473380802,0.0
153,3.0,30900,1.0,30900,0.07337112177733902,0.0
154,3.0,31117,1.0,31117,0.07387723059560847,0.0
155,2.0,31282,1.0,31282,0.07353507497093895,0.0
156,3.0,31501,1.0,31501,0.07289033124572065,0.0
157,4.0,31729,1.0,31729,0.07384067989493671,0.0
158,0.0,31838,1.0,31838,0.07197794400223899,0.0
159,6.0,32156,1.0,32156,0.0708246797135791,0.0
160,4.0,32422,1.0,32422,0.07134248489948143,0.0
161,6.0,32784,1.0,32784,0.07211189085195736,0.0
162,1.0,32931,1.0,32931,0.07252907884769699,0.0
163,3.0,33123,1.0,33123,0.07316534027146797,0.0
164,2.0,33322,1.0,33322,0.07247451071313878,0.0
165,3.0,33549,1.0,33549,0.07370582282018032,0.0
166,3.0,33766,1.0,33766,0.0736262437454017,0.0
167,1.0,33908,1.0,33908,0.07233896966971143,0.0
168,1.0,34060,1.0,34060,0.07533686843357588,0.0
169,4.0,34363,1.0,34363,0.07168315810830679,0.0
170,1.0,34505,1.0,34505,0.07545157002521233,0.0
171,3.0,34711,1.0,34711,0.07361121667386258,0.0
172,3.0,34924,1.0,34924,0.07318802219881139,0.0
173,3.0,35134,1.0,35134,0.0732444690096946,0.0
174,1.0,35278,1.0,35278,0.0723510940766169,0.0
175,3.0,35518,1.0,35518,0.07538223279019197,0.0
176,5.0,35850,1.0,35850,0.07384654291602502,0.0
177,5.0,36155,1.0,36155,0.07297067534728129,0.0
178,6.0,36494,1.0,36494,0.07265966113074339,0.0
179,4.0,36747,1.0,36747,0.07367542017943303,0.0
180,5.0,37070,1.0,37070,0.07477530980073262,0.0
181,2.0,37255,1.0,37255,0.07388618858279408,0.0
182,5.0,37550,1.0,37550,0.07397582957805213,0.0
183,2.0,37731,1.0,37731,0.0742943755747205,0.0
184,1.0,37878,1.0,37878,0.07354820012843528,0.0
185,5.0,38160,1.0,38160,0.0718413438938611,0.0
186,6.0,38549,1.0,38549,0.06806796046026568,0.0
187,1.0,38727,1.0,38727,0.07173439906386847,0.0
188,1.0,38867,1.0,38867,0.0732839761035783,0.0
189,2.0,39052,1.0,39052,0.07183731999751684,0.0
190,3.0,39272,1.0,39272,0.07402483553371646,0.0
191,5.0,39586,1.0,39586,0.0719351884997954,0.0
192,1.0,39715,1.0,39715,0.07213414391112882,0.0
193,2.0,39883,1.0,39883,0.07328121767689784,0.0
194,3.0,40077,1.0,40077,0.07356183442104723,0.0
195,1.0,40234,1.0,40234,0.07167128506739429,0.0
196,2.0,40405,1.0,40405,0.07015948882054167,0.0
197,3.0,40617,1.0,40617,0.07310161149164415,0.0
198,3.0,40815,1.0,40815,0.07334433529864658,0.0
199,2.0,40999,1.0,40999,0.072448942243405,0.0
200,3.0,41224,1.0,41224,0.06956150761908955,0.0
201,1.0,41358,1.0,41358,0.07370722938829394,0.0
202,1.0,41502,1.0,41502,0.07260236925342017,0.0
203,2.0,41684,1.0,41684,0.07424008997750807,0.0
204,2.0,41841,1.0,41841,0.07337511378298898,0.0
205,4.0,42120,1.0,42120,0.07383136889199629,0.0
206,3.0,42342,1.0,42342,0.07425089871829695,0.0
207,3.0,42551,1.0,42551,0.07405763069550957,0.0
208,4.0,42827,1.0,42827,0.07378476180568122,0.0
209,2.0,42999,1.0,42999,0.07119990200843922,0.0
210,6.0,43310,1.0,43310,0.0730288359800719,0.0
211,4.0,43556,1.0,43556,0.07349201525008775,0.0
212,2.0,43715,1.0,43715,0.07411360145552354,0.0
213,4.0,44013,1.0,44013,0.07370217834543062,0.0
214,4.0,44285,1.0,44285,0.07368889240109745,0.0
215,2.0,44494,1.0,44494,0.07511814972430325,0.0
216,1.0,44641,1.0,44641,0.07335649055688559,0.0
217,3.0,44857,1.0,44857,0.07312783612697213,0.0
218,3.0,45065,1.0,45065,0.073942268661295,0.0
219,2.0,45246,1.0,45246,0.07511073803704088,0.0
220,1.0,45383,1.0,45383,0.07358498283981407,0.0
221,2.0,45563,1.0,45563,0.07331239357590676,0.0
222,3.0,45803,1.0,45803,0.07412294096623857,0.0
223,4.0,46062,1.0,46062,0.07265084858221436,0.0
224,3.0,46265,1.0,46265,0.07223941257287717,0.0
225,3.0,46490,1.0,46490,0.07397849983639188,0.0
226,1.0,46630,1.0,46630,0.07335843752537455,0.0
227,2.0,46811,1.0,46811,0.07325081926518383,0.0
228,4.0,47076,1.0,47076,0.0701550045103397,0.0
229,3.0,47289,1.0,47289,0.0733332516791675,0.0
230,3.0,47504,1.0,47504,0.06983031644377598,0.0
231,1.0,47646,1.0,47646,0.07386662417524298,0.0
232,1.0,47780,1.0,47780,0.07424826842190614,0.0
233,4.0,48027,1.0,48027,0.0735639182903506,0.0
234,2.0,48205,1.0,48205,0.0752139590848028,0.0
235,0.0,48308,1.0,48308,0.07195808159784206,0.0
236,4.0,48566,1.0,48566,0.07455534470635791,0.0
237,1.0,48703,1.0,48703,0.07353350242776592,0.0
238,1.0,48849,1.0,48849,0.07250132855691321,0.0
239,3.0,49054,1.0,49054,0.0733325225550954,0.0
240,5.0,49356,1.0,49356,0.07291844149200333,0.0
241,1.0,49505,1.0,49505,0.07341855614377349,0.0
242,2.0,49684,1.0,49684,0.07382877279260305,0.0
243,5.0,49967,1.0,49967,0.0732264688284574,0.0
244,3.0,50178,0.9998389000000053,50178,0.08310922602482881,0.005102632096271685
245,4.0,50458,0.9995869000000136,50458,0.08986294732562133,0.005988185423861328
246,6.0,50837,0.9992458000000248,50837,0.08778568514497424,0.005602024827372843
247,0.0,50948,0.9991459000000281,50948,0.0889516055986688,0.005939442913504454
248,2.0,51126,0.9989857000000334,51126,0.0900064619320832,0.006153928758721214
249,1.0,51277,0.9988498000000379,51277,0.08980597412546738,0.007030024163207943
250,3.0,51505,0.9986446000000446,51505,0.088521593822199,0.006113517763121005
251,3.0,51765,0.9984106000000523,51765,0.08761130519784414,0.006040095104505711
252,3.0,51966,0.9982297000000583,51966,0.0884370291929933,0.005839282207032295
253,2.0,52158,0.998056900000064,52158,0.09113283796856801,0.006991875596213504
254,3.0,52381,0.9978562000000706,52381,0.0881869666311773,0.006095197871279438
255,3.0,52607,0.9976528000000773,52607,0.08919275209175802,0.006435478464876385
256,5.0,52927,0.9973648000000868,52927,0.0874526280676946,0.006067851319596684
257,3.0,53151,0.9971632000000934,53151,0.0855787655538214,0.005185509215030899
258,2.0,53320,0.9970111000000984,53320,0.09274128471782221,0.007159387061006277
259,2.0,53509,0.996841000000104,53509,0.09058137143415118,0.007167603640087816
260,4.0,53775,0.9966016000001119,53775,0.08606783813215736,0.005709853051461036
261,2.0,53932,0.9964603000001165,53932,0.08687457029417062,0.005483662848112133
262,6.0,54282,0.9961453000001269,54282,0.08870348078863961,0.006247803404665839
263,1.0,54419,0.996022000000131,54419,0.08831201771097462,0.006277675027456636
264,1.0,54558,0.9958969000001351,54558,0.08762292810481229,0.006072089838970824
265,2.0,54788,0.9956899000001419,54788,0.08914049497765043,0.00637735189098432
266,1.0,54934,0.9955585000001462,54934,0.0863359989470815,0.0052577003217415385
267,6.0,55363,0.9951724000001589,55363,0.0891288107994831,0.006439296689281129
268,1.0,55500,0.995049100000163,55500,0.09091105426314973,0.0069282530083293
269,3.0,55730,0.9948421000001698,55730,0.08672702850207038,0.0063717062381803535
270,2.0,55891,0.9946972000001746,55891,0.09402040355138896,0.00685646874192554
271,3.0,56094,0.9945145000001806,56094,0.08614526839532288,0.005018915562287999
272,0.0,56219,0.9944020000001843,56219,0.09067491173744202,0.006591252282130881
273,3.0,56419,0.9942220000001902,56419,0.08733632482588291,0.0058680643488969505
274,2.0,56605,0.9940546000001957,56605,0.0865780804506553,0.005214833356452194
275,2.0,56788,0.9938899000002012,56788,0.09078294075414782,0.006391423792056081
276,0.0,56896,0.9937927000002044,56896,0.0916080848072414,0.007326672692283022
277,2.0,57075,0.9936316000002097,57075,0.08907170119232305,0.006263521929995782
278,5.0,57363,0.9933724000002182,57363,0.08864927475547625,0.006554349272278159
279,2.0,57577,0.9931798000002245,57577,0.09353672016725362,0.007253401475443361
280,3.0,57801,0.9929782000002312,57801,0.08966692776552268,0.007150701105956614
281,2.0,57961,0.9928342000002359,57961,0.08890215936116874,0.005745237417721682
282,3.0,58185,0.9926326000002426,58185,0.08630561030336789,0.005527426655857782
283,4.0,58430,0.9924121000002498,58430,0.08577627919766367,0.005937350041361297
284,2.0,58613,0.9922474000002552,58613,0.08931375730558823,0.0064626892495762344
285,4.0,58905,0.9919846000002639,58905,0.08756938421052612,0.005825649120564876
286,3.0,59139,0.9917740000002708,59139,0.09134698248444459,0.007154846566492748
287,5.0,59463,0.9914824000002804,59463,0.08995934619487804,0.006431629542453546
288,2.0,59648,0.9913159000002859,59648,0.08866686015515714,0.006146452880941954
289,11.0,60227,0.9907948000003031,60227,0.09354700769630739,0.006642019455449687
290,2.0,60395,0.990643600000308,60395,0.10405153710217703,0.006734715510300963
291,2.0,60573,0.9904834000003133,60573,0.10627544658739915,0.006710477953306968
292,1.0,60715,0.9903556000003175,60715,0.10594754010229043,0.006195067444615477
293,3.0,60927,0.9901648000003238,60927,0.10280073620378971,0.005668026170591268
294,2.0,61083,0.9900244000003284,61083,0.10695888995169064,0.007415261599968896
295,4.0,61321,0.9898102000003355,61321,0.10352690176678304,0.007061164738583362
296,1.0,61465,0.9896806000003397,61465,0.10707676865988308,0.006124830256939933
297,6.0,61841,0.9893422000003509,61841,0.105290092191005,0.0064304656090071344
298,2.0,62027,0.9891748000003564,62027,0.10201975250596641,0.0061409465116847506
299,3.0,62250,0.988974100000363,62250,0.1034678724915992,0.0062323359223701285
300,2.0,62418,0.988822900000368,62418,0.10222142619923466,0.006649875121259659
301,2.0,62576,0.9886807000003727,62576,0.10890514804403993,0.007335694779186857
302,3.0,62786,0.9884917000003789,62786,0.1029284414436136,0.006371351863626409
303,7.0,63236,0.9880867000003922,63236,0.10439619393812286,0.006278938328082909
304,3.0,63440,0.9879031000003983,63440,0.10606561221328437,0.0075194328361052895
305,2.0,63600,0.987759100000403,63600,0.10221259403042496,0.005609454172162032
306,3.0,63810,0.9875701000004092,63810,0.10496200943986575,0.007088781820788253
307,1.0,63949,0.9874450000004134,63949,0.09898877990760392,0.00412413954741136
308,3.0,64159,0.9872560000004196,64159,0.1033932880631515,0.006002542038918147
309,0.0,64265,0.9871606000004227,64265,0.10392124100394969,0.006220200841267317
310,2.0,64437,0.9870058000004278,64437,0.10196603726335736,0.005861416451733571
311,3.0,64636,0.9868267000004337,64636,0.10480131957698707,0.00676008228713466
312,2.0,64821,0.9866602000004392,64821,0.10657107821992926,0.006848873174070881
313,1.0,64949,0.986545000000443,64949,0.10860434832284227,0.007201075823374481
314,1.0,65099,0.9864100000004474,65099,0.10428241555889448,0.005885354393079373
315,3.0,65332,0.9862003000004543,65332,0.10712451906674922,0.006390662037584416
316,6.0,65683,0.9858844000004647,65683,0.10750516508294647,0.007386548117355727
317,3.0,65895,0.985693600000471,65895,0.10287460828867723,0.006066229441815284
318,3.0,66129,0.985483000000478,66129,0.10448356208383527,0.006168103013572899
319,2.0,66310,0.9853201000004833,66310,0.10677306053552839,0.006859191196339281
320,2.0,66497,0.9851518000004889,66497,0.10214237569965781,0.0059628172037867536
321,5.0,66830,0.9848521000004987,66830,0.10070263008187125,0.006548472349346663
322,1.0,66983,0.9847144000005033,66983,0.10524406474010617,0.006622961131582688
323,0.0,67106,0.9846037000005069,67106,0.10649434404402244,0.006105619020081206
324,1.0,67283,0.9844444000005121,67283,0.10960150282766859,0.007986171062479588
325,0.0,67380,0.984357100000515,67380,0.10766136646270752,0.007096702416674816
326,8.0,67812,0.9839683000005278,67812,0.09634674907903429,0.006013548819426946
327,5.0,68110,0.9837001000005366,68110,0.10374131738739525,0.006453809156824572
328,2.0,68269,0.9835570000005414,68269,0.10341794165612767,0.005276161338564257
329,1.0,68444,0.9833995000005465,68444,0.10651651867798397,0.007036216952245533
330,0.0,68556,0.9832987000005499,68556,0.10365266146670495,0.006033003131238145
331,3.0,68766,0.9831097000005561,68766,0.10427144045631091,0.007062845649480074
332,4.0,69032,0.982870300000564,69032,0.10455649648617982,0.006587638240920282
333,4.0,69271,0.982655200000571,69271,0.1026966107627338,0.006683388376194705
334,2.0,69449,0.9824950000005763,69449,0.10843343354677887,0.007092844787294279
335,6.0,69772,0.9822043000005859,69772,0.1002831052377497,0.005734473148274077
336,3.0,69971,0.9820252000005918,69971,0.10702860793426408,0.007377807475019273
337,1.0,70094,0.9819145000005954,70094,0.11817007124181686,0.008429025545277599
338,2.0,70258,0.9817669000006003,70258,0.12205810058952832,0.007643125303508075
339,2.0,70417,0.981623800000605,70417,0.11706748656319373,0.0059739261591028525
340,1.0,70564,0.9814915000006094,70564,0.11461898182727853,0.005840630192683018
341,4.0,70858,0.9812269000006181,70858,0.1183798277661914,0.00660979362674527
342,3.0,71066,0.9810397000006242,71066,0.1163783476759608,0.007465600156645171
343,4.0,71351,0.9807832000006327,71351,0.11585646253405955,0.005784608220918081
344,9.0,71853,0.9803314000006476,71853,0.11823028806908673,0.006753542548948648
345,2.0,72028,0.9801739000006527,72028,0.11851513304880687,0.007428990756275847
346,3.0,72221,0.9800002000006585,72221,0.1125393807888031,0.005904585133806424
347,0.0,72338,0.9798949000006619,72338,0.11544984489934057,0.006340236256860369
348,4.0,72623,0.9796384000006704,72623,0.11589446619414447,0.006210660841839343
349,2.0,72817,0.9794638000006761,72817,0.11378762867186487,0.005298959968302408
350,6.0,73142,0.9791713000006858,73142,0.1161274307507735,0.0064877724677451344
351,1.0,73276,0.9790507000006897,73276,0.1187607126115863,0.007478887129777763
352,4.0,73524,0.9788275000006971,73524,0.11124566996530179,0.006161581757011493
353,3.0,73742,0.9786313000007035,73742,0.11788335818489758,0.007207019282263107
354,2.0,73899,0.9784900000007082,73899,0.1153989393430151,0.0064351460862369795
355,5.0,74205,0.9782146000007172,74205,0.1157600940783429,0.007031536971184549
356,3.0,74434,0.978008500000724,74434,0.11706264788797328,0.00791201874253046
357,1.0,74591,0.9778672000007287,74591,0.11894124841234487,0.005552432732129439
358,3.0,74797,0.9776818000007348,74797,0.11631500261645873,0.006856033683632331
359,1.0,74940,0.977553100000739,74940,0.11666973695888386,0.006144409769851997
360,1.0,75076,0.9774307000007431,75076,0.12299086465774213,0.00745456673527823
361,2.0,75237,0.9772858000007478,75237,0.11899441434359699,0.007292089016344514
362,3.0,75435,0.9771076000007537,75435,0.11482127093606526,0.006121751196119338
363,4.0,75703,0.9768664000007616,75703,0.11633081000242661,0.006450900235605915
364,1.0,75839,0.9767440000007657,75839,0.12221322137424175,0.00723532057918419
365,3.0,76049,0.9765550000007719,76049,0.11684550713925135,0.006684506120499074
366,2.0,76238,0.9763849000007775,76238,0.12014615177004426,0.00687964320964754
367,3.0,76441,0.9762022000007835,76441,0.11526446745460256,0.006967655483099339
368,1.0,76596,0.9760627000007881,76596,0.11268582954522102,0.0049089634775056415
369,1.0,76742,0.9759313000007924,76742,0.11810593005933173,0.006767013252599959
370,6.0,77101,0.9756082000008031,77101,0.11286897214342292,0.005778903002634824
371,1.0,77245,0.9754786000008073,77245,0.1194716237174968,0.006008843673675478
372,2.0,77420,0.9753211000008125,77420,0.11174678410802569,0.0051684924908139305
373,2.0,77600,0.9751591000008178,77600,0.11943674542837673,0.007210647307521059
374,4.0,77840,0.974943100000825,77840,0.11260996119429668,0.005404898988463931
375,1.0,77988,0.9748099000008293,77988,0.1153126480812962,0.0061694830699498444
376,6.0,78338,0.9744949000008397,78338,0.11485905134252139,0.006107818110262347
377,2.0,78513,0.9743374000008449,78513,0.11549501891647067,0.005685969813509603
378,2.0,78677,0.9741898000008498,78677,0.11707485267301886,0.006146528428588703
379,3.0,78939,0.9739540000008575,78939,0.11652064206832238,0.005648486590395896
380,1.0,79096,0.9738127000008622,79096,0.1198734651040879,0.006097300633245471
381,2.0,79282,0.9736453000008677,79282,0.11467141489828786,0.006090087075829625
382,2.0,79486,0.9734617000008737,79486,0.11905535124242306,0.007580814608592632
383,0.0,79584,0.9733735000008766,79584,0.12082175659585973,0.0065480022007510085
384,2.0,79782,0.9731953000008825,79782,0.1212275658141483,0.007558808362837869
385,1.0,79918,0.9730729000008865,79918,0.11974936093696777,0.006813378310318833
386,2.0,80092,0.9729163000008917,80092,0.12518079998506898,0.00636027040125283
387,4.0,80360,0.9726751000008996,80360,0.12844279544678197,0.005759715552052675
388,3.0,80592,0.9724663000009065,80592,0.1363555192626242,0.006559504631597739
389,5.0,80873,0.9722134000009148,80873,0.13105372655009884,0.006758722622193304
390,2.0,81037,0.9720658000009197,81037,0.13648233735343304,0.007013875256722336
391,1.0,81172,0.9719443000009237,81172,0.13250869898884385,0.0055598416078990135
392,2.0,81349,0.9717850000009289,81349,0.13816716181019606,0.007551009626279095
393,4.0,81599,0.9715600000009363,81599,0.1283359916806221,0.006485757220401865
394,2.0,81766,0.9714097000009413,81766,0.1337789500544885,0.0061827829449122036
395,1.0,81895,0.9712936000009451,81895,0.1382401209006938,0.0071178950144621216
396,1.0,82030,0.9711721000009491,82030,0.13056785999624818,0.005295997392776944
397,2.0,82196,0.971022700000954,82196,0.1395884561969573,0.0072119605003908545
398,0.0,82306,0.9709237000009573,82306,0.13449499187144368,0.005809854992978878
399,3.0,82535,0.9707176000009641,82535,0.1291358060646786,0.005160736542789518
400,0.0,82657,0.9706078000009677,82657,0.13725554961405817,0.005990723286395521
401,6.0,83038,0.970264900000979,83038,0.13317944600278625,0.006221360932255538
402,1.0,83191,0.9701272000009835,83191,0.13832372884734784,0.007019305593702977
403,1.0,83322,0.9700093000009874,83322,0.13615923323704085,0.0070003546293091095
404,2.0,83506,0.9698437000009928,83506,0.13271642083545093,0.006681633218220114
405,1.0,83647,0.969716800000997,83647,0.1350216194987297,0.00566035706585308
406,1.0,83792,0.9695863000010013,83792,0.13614657788441098,0.00591235767397879
407,6.0,84145,0.9692686000010118,84145,0.1316871521493193,0.006511742849062765
408,1.0,84307,0.9691228000010166,84307,0.1424360409103058,0.0075307248485550204
409,5.0,84642,0.9688213000010265,84642,0.1315882586053948,0.006244239369725483
410,3.0,84838,0.9686449000010323,84838,0.1293078970012008,0.006827797073458209
411,1.0,84968,0.9685279000010362,84968,0.14105182668337454,0.007252612418009309
412,0.0,85084,0.9684235000010396,85084,0.1397729362521706,0.0064064936866151554
413,1.0,85219,0.9683020000010436,85219,0.13396983571626522,0.005544245562655474
414,1.0,85366,0.968169700001048,85366,0.1373988674307356,0.007379716260173427
415,2.0,85540,0.9680131000010531,85540,0.1379743048428804,0.006720580792073727
416,1.0,85693,0.9678754000010577,85693,0.1373354019779785,0.005796842187170542
417,0.0,85799,0.9677800000010608,85799,0.14334330735903866,0.00742171637926422
